,Employer,Orbis_ID,BvD_ID,fyear,CEI,State,Voluntary,Democratic_Lean,State_name,Region_Midwest,Region_Northeast,Region_South,Region_West,current_assets,lt_debt,TobinsQ,net_debt,Employees,ROA,RD_expenses,total_assets,LT_debt_to_assets,Net_debt_to_current_assets,Net_debt>0,ln_Employees,BvD sectors,Sector,public_scrutiny,consumer_proximity,litigation_risk,injury_risk,age,time_trend
5749,TravelCenters of America,030887944,US205701514,2016,10.0,OH,0.0,-8.129574399066165,OHIO,True,False,False,False,402061.0,339904.0,,279076.0,24011.0,-0.122,,1659841.0,0.20478106035457613,0.6941135797801826,1.0,10.086267337660777,Retail,Retailing,Low,Low,Low,Low,0.0,6
5750,"Travelers Companies Inc., The",001832635,US410518860,2016,100.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,0.347,,30900.0,3.007,,100245000.0,,,,10.338511462885837,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,163.0,6
5751,Travelport Ltd.,484921128,US117092558GN,2016,50.0,NJ,1.0,14.10269779966475,NEW JERSEY,False,True,False,False,,,,,,,,,,,,,,,,,,,,6
5752,Troutman Pepper Hamilton Sanders LLP,547939579,US350966552L,2016,100.0,GA,1.0,-5.131342697410183,GEORGIA,False,False,True,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,0.0,6
5753,"True Value Company, L.L.C.",000866419,US123305086L,2016,85.0,IL,1.0,17.06361362496803,ILLINOIS,True,False,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,20.0,6
5754,Truist Financial,000485387,US560939887,2016,80.0,NC,1.0,-3.655228527970941,NORTH CAROLINA,False,False,True,False,,,0.174,,37480.0,1.114,,219276000.0,,,,10.531562736352358,Business Services,Business Services,Low,Low,Low,Low,47.0,6
5755,Turner Construction Co.,202286069,US129762659L,2016,100.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,Construction,Engineering & Construction,Low,Low,Low,High,33.0,6
5756,Twitter Inc.,587535078,US208913779,2016,100.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,4652196.0,1605804.0,1.696,-2087927.0,3583.0,-6.65,713482.0,6870365.0,0.2337290667963056,-0.4488046075444801,0.0,8.183955717304954,Media & Broadcasting,Media,Low,Low,Low,Low,9.0,6
5757,Tyson Foods Inc.,000042736,US710225165,2016,85.0,AR,1.0,-26.92097803446736,ARKANSAS,False,False,True,False,4888000.0,6200000.0,0.993,5930000.0,114000.0,7.902,96000.0,22373000.0,0.2771197425468198,1.2131751227495908,1.0,11.643953727376633,Food & Tobacco Manufacturing,"Food, Beverages & Tobacco",High,High,High,High,30.0,6
5758,U.S. Bancorp,007183464,US410255900,2016,100.0,MN,1.0,1.519840857489626,MINNESOTA,True,False,False,False,,,0.196,,71191.0,1.333,,445964000.0,,,,11.173121684915964,Business Services,Business Services,Low,Low,Low,Low,87.0,6
5759,Uber Technologies Inc.,161077258,US452647441,2016,100.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,,,,,,,864000.0,,,,,,Media & Broadcasting,Media,Low,Low,Low,Low,6.0,6
5760,UBS AG,058419953,TW86120855,2016,100.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,3126299.79776875,3514878.28599331,,,,1.514,,6282162.37634323,0.559501342918054,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,25.0,6
5761,UGI Corp.,000050073,US232668356,2016,20.0,PA,0.0,-0.72426963918317,PENNSYLVANIA,False,True,False,False,1423800.0,3766000.0,0.723,3584400.0,8730.0,3.362,,10847200.0,0.34718637067630354,2.517488411293721,1.0,9.074520648833648,Utilities,Energy,Low,High,High,High,25.0,6
5762,UKG (Ultimate Kronos Group),001668040,US650694077,2016,80.0,FL,1.0,-1.198625610785683,FLORIDA,False,False,True,False,779747.0,3985.0,4.661,-545440.0,3747.0,2.577,120650.0,1134688.0,0.0035119786231986236,-0.6995089432854503,0.0,8.228710798793687,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,20.0,6
5763,Unilever,003900008,GB00041424,2016,100.0,NJ,1.0,14.10269779966475,NEW JERSEY,False,True,False,False,14635118.2880402,11676260.8237267,0.874,13224733.0770493,168832.0,9.187,1030909.36946869,59481784.0590477,0.19629977493841896,0.9036300777873818,1.0,12.036659416636931,Food & Tobacco Manufacturing,"Food, Beverages & Tobacco",High,High,High,High,122.0,6
5764,Union Pacific Corp.,000312167,US132626465,2016,85.0,NE,1.0,-25.04859474999022,NEBRASKA,True,False,False,False,3596000.0,14249000.0,1.534,13670000.0,42919.0,7.597,,55718000.0,0.25573423310240856,3.8014460511679644,1.0,10.667069897311976,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,47.0,6
5765,Unisys Corp.,000032472,US380387840,2016,30.0,PA,1.0,-0.72426963918317,PENNSYLVANIA,False,True,False,False,1027300.0,194000.0,0.37,-70600.0,21000.0,-2.36,47000.0,2021600.0,0.0959635931935101,-0.06872383919010999,0.0,9.95227771670556,Computer Software,Technology,Low,Low,High,Low,32.0,6
5766,"United Airlines Holdings, Inc.",050783655,US362675207,2016,100.0,IL,1.0,17.06361362496803,ILLINOIS,True,False,False,False,7309000.0,10740000.0,0.576,7277000.0,88000.0,5.566,,40140000.0,0.26756352765321373,0.9956218360924887,1.0,11.385092093460344,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,48.0,6
5767,"United Natural Foods, Inc.",001842328,US050376157,2016,10.0,RI,0.0,15.50854907097798,RHODE ISLAND,False,True,False,False,1611190.0,588258.0,0.883,581519.0,9554.0,4.321,,2852155.0,0.20625036156870857,0.3609251546993216,1.0,9.164715193949908,Wholesale,Wholesalers,Low,Low,Low,Low,22.0,6
5768,United Parcel Service Inc.,000044419,US582480149,2016,90.0,GA,1.0,-5.131342697410183,GEORGIA,False,False,True,False,13849000.0,12394000.0,1.957,11508000.0,434000.0,8.475,,40377000.0,0.3069569309260222,0.8309625243699906,1.0,12.980799813082541,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,17.0,6
5769,United Rentals Inc.,000860643,US061522496,2016,0.0,CT,0.0,13.63938671789509,CONNECTICUT,False,True,False,False,1361000.0,7193000.0,0.742,7478000.0,12500.0,4.721,,11988000.0,0.6000166833500167,5.4944893460690665,1.0,9.433483923290392,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,18.0,6
5770,United Services Automobile Association,001707377,US740959140,2016,85.0,TX,1.0,-8.999427598323422,TEXAS,False,False,True,False,,,,,40854.0,1.214,,147519000.0,,,,10.617760014711022,Business Services,Business Services,Low,Low,Low,Low,94.0,6
5771,United States Steel Corp.,000198187,US251897152,2016,10.0,PA,0.0,-0.72426963918317,PENNSYLVANIA,False,True,False,False,4356000.0,2981000.0,0.621,1516000.0,21000.0,-4.803,,9160000.0,0.3254366812227074,0.3480257116620753,1.0,9.95227771670556,Metals & Metal Products,Materials,Low,Low,Low,High,15.0,6
5772,UnitedHealth Group Inc.,000669792,US411321939,2016,95.0,MN,1.0,1.519840857489626,MINNESOTA,True,False,False,False,,,1.24,,230000.0,5.759,,122810000.0,,,,12.345834587905333,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,39.0,6
5773,"Universal Health Services, Inc.",000575566,US232077891,2016,10.0,PA,0.0,-0.72426963918317,PENNSYLVANIA,False,True,False,False,1681371.0,4030230.0,0.925,4102378.0,75325.0,6.808,,10317802.0,0.39060935652767903,2.439900533552678,1.0,11.229567363998502,"Public Administration, Education, Health Social Services",Health Care,Low,Low,Low,High,37.0,6
5774,Unum Group,001810041,US621598430,2016,60.0,TN,1.0,-26.00570089556452,TENNESSEE,False,False,True,False,,,0.165,,9400.0,1.504,,61941500.0,,,,9.148464968258095,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,68.0,6
5775,US Foods Inc.,001711528,US363642294,2016,75.0,IL,1.0,17.06361362496803,ILLINOIS,True,False,False,False,,,,,,,,,,,,,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,27.0,6
5776,USG Corp.,000701027,US363329400,2016,65.0,IL,1.0,17.06361362496803,ILLINOIS,True,False,False,False,949000.0,1083000.0,1.09,594000.0,6600.0,13.182,24000.0,3869000.0,0.27991729128973897,0.6259220231822972,1.0,8.794824928014517,"Leather, Stone, Clay & Glass products",Materials,Low,Low,Low,High,32.0,6
5777,Valero Energy Corp.,000511886,US741828067,2016,10.0,TX,0.0,-8.999427598323422,TEXAS,False,False,True,False,16800000.0,7886000.0,0.67,3185000.0,9996.0,4.957,,46173000.0,0.17079245446473046,0.18958333333333333,1.0,9.209940291954844,"Chemicals, Petroleum, Rubber & Plastic",Chemicals,Low,Low,Low,High,35.0,6
5778,Vanguard Group Inc.,001741714,US149144472L,2016,100.0,PA,1.0,-0.72426963918317,PENNSYLVANIA,False,True,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,0.0,6
5779,Verizon Communications Inc.,059967977,US232259884,2016,85.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,26395000.0,105433000.0,0.891,105198000.0,160900.0,5.376,,244180000.0,0.4317839298877877,3.9855275620382646,1.0,11.988538332980475,Communications,Telecommunications,High,Low,High,Low,33.0,6
5780,VF Corp.,000010494,US231180120,2016,85.0,NC,1.0,-3.655228527970941,NORTH CAROLINA,False,False,True,False,4293098.0,2039180.0,2.266,1091036.0,69000.0,11.029,,9739287.0,0.20937672336794264,0.25413722211792045,1.0,11.141861783579396,Textiles & Clothing Manufacturing,Apparel,High,Low,Low,High,117.0,6
5781,Vinson & Elkins LLP,039608099,US129584648L,2016,100.0,TX,1.0,-8.999427598323422,TEXAS,False,False,True,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,99.0,6
5782,Visa,383392462,US260267673,2016,100.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,,,2.436,,,9.356,,64035000.0,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,42.0,6
5783,Volkswagen Group of America Inc.,569828918,US365486330L,2016,100.0,VA,1.0,5.323705819493654,VIRGINIA,False,False,True,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,61.0,6
5784,"Vorys, Sater, Seymour and Pease LLP",039606667,US128820477L,2016,75.0,OH,1.0,-8.129574399066165,OHIO,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,107.0,6
5785,Voya Financial,001877052,US521222820,2016,100.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,0.036,,6700.0,0.018,,214585000.0,,,,8.809862805379057,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,39.0,6
5786,W.R. Berkley,008148236,US221867895,2016,20.0,CT,0.0,13.63938671789509,CONNECTICUT,False,True,False,False,,,0.345,,7683.0,2.583,,23364844.0,,,,8.946765374867635,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,49.0,6
5787,W.W. Grainger Inc.,000029798,US361150280,2016,100.0,IL,1.0,17.06361362496803,ILLINOIS,True,False,False,False,3020229.0,1840946.0,2.43,1972906.0,25600.0,10.641,,5694307.0,0.3232958813074181,0.6532305994015686,1.0,10.150347630467653,Wholesale,Wholesalers,Low,Low,Low,Low,88.0,6
5788,"Wachtell, Lipton, Rosen & Katz",000412864,US127885468L,2016,100.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,51.0,6
5789,Waddell & Reed Financial Inc.,019150275,US127891299L,2016,75.0,KS,1.0,-20.60221107360508,KANSAS,True,False,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,79.0,6
5790,Walgreen Co.,483862761,US113718697GN,2016,100.0,IL,1.0,17.06361362496803,ILLINOIS,True,False,False,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,115.0,6
5791,Walmart Inc.,049986723,US710415188,2016,90.0,AR,1.0,-26.92097803446736,ARKANSAS,False,False,True,False,57689000.0,38809000.0,1.032,36127000.0,2300000.0,6.862,,198825000.0,0.19519175154029925,0.6262372376016225,1.0,14.648419680899378,Retail,Retailing,Low,Low,Low,Low,47.0,6
5792,"Walt Disney Co., The",384914288,US149206421L,2016,100.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,93.0,6
5793,Waste Management Inc.,050792265,US731309529,2016,90.0,TX,1.0,-8.999427598323422,TEXAS,False,False,True,False,2376000.0,8893000.0,1.503,9278000.0,41200.0,5.667,,20859000.0,0.42633875065918786,3.904882154882155,1.0,10.626193535337618,Waste Management & Treatment,Industrials,Low,Low,Low,High,21.0,6
5794,Wawa Inc.,000009980,US149093092L,2016,90.0,PA,1.0,-0.72426963918317,PENNSYLVANIA,False,True,False,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,213.0,6
5795,WEC Energy Group,000813734,US391391525,2016,60.0,WI,1.0,-0.7643431950674611,WISCONSIN,True,False,False,False,2168700.0,9158200.0,0.615,10138100.0,7983.0,3.117,,30123200.0,0.3040248048016147,4.674736016968691,1.0,8.9850695596458,Utilities,Energy,Low,High,High,High,35.0,6
5796,"Weil, Gotshal & Manges LLP",006422205,US127885590L,2016,100.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,85.0,6
5797,WellCare Health Plans Inc.,011638411,US470937650,2016,20.0,FL,0.0,-1.198625610785683,FLORIDA,False,False,True,False,,,0.987,,7400.0,3.935,,6152800.0,,,,8.909235279192261,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,14.0,6
5798,Wellmark Inc.,000486576,USFEI1003516,2016,90.0,IA,1.0,-9.409547899181135,IOWA,True,False,False,False,,,,,,-1.245,,2129480.667,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,77.0,6
5799,Wells Fargo & Co.,149047172,US410449260,2016,100.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,,,0.143,,269142.0,1.142,,1930110000.0,,,,12.502994400344685,Business Services,Business Services,Low,Low,Low,Low,87.0,6
5800,"Wendy’s Co., The",368062908,US*110171590598,2016,65.0,OH,1.0,-8.129574399066165,OHIO,True,False,False,False,,,,,,,,,,,,,,,,,,,,6
5801,WESCO International Inc.,001810567,US251723342,2016,10.0,PA,0.0,-0.72426963918317,PENNSYLVANIA,False,True,False,False,2103078.0,1363135.0,0.729,1304526.0,9000.0,2.292,,4431841.0,0.3075775958568911,0.6202936838291304,1.0,9.104979856318357,Wholesale,Wholesalers,Low,Low,Low,Low,23.0,6
5802,Western Digital Corp.,000363915,US330956711,2016,20.0,CA,0.0,30.10929306611845,CALIFORNIA,False,False,False,True,12584000.0,13660000.0,0.329,8616000.0,72878.0,0.736,1613000.0,32862000.0,0.4156776824295539,0.6846789574062301,1.0,11.19654208918627,Computer Hardware,Technology,Low,Low,High,Low,16.0,6
5803,"Western Union Co., The",018459276,US204531180,2016,20.0,CO,0.0,4.905583011416361,COLORADO,False,False,False,True,1004400.0,2786100.0,1.118,1908600.0,10700.0,2.688,,9419600.0,0.29577689073846025,1.9002389486260454,1.0,9.277999020449997,Business Services,Business Services,Low,Low,Low,Low,10.0,6
5804,Weyerhaeuser Co.,000002957,US910470860,2016,95.0,WA,1.0,15.70599987518913,WASHINGTON,False,False,False,True,1622000.0,6840000.0,1.17,6446000.0,10400.0,5.223,19000.0,19243000.0,0.3554539312996934,3.974106041923551,1.0,9.249561085129464,"Wood, Furniture & Paper Manufacturing",Materials,Low,Low,Low,High,116.0,6
5805,Whirlpool Corp.,000002827,US381490038,2016,100.0,MI,1.0,-0.22303326912931,MICHIGAN,True,False,False,False,7339000.0,3876000.0,0.713,3385000.0,93000.0,4.636,604000.0,19153000.0,0.20237038584033834,0.46123450061316257,1.0,11.440354772135393,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,61.0,6
5806,White & Case LLP,000494560,US127892787L,2016,100.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,115.0,6
5807,Wiley Rein LLP,023189033,US134692676L,2016,100.0,DC,1.0,86.41350075981765,DISTRICT OF COLUMBIA,False,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,0.0,6
5808,Williams Companies Inc.,000049936,US730569878,2016,85.0,OK,1.0,-36.39118453508346,OKLAHOMA,False,False,True,False,1462000.0,22624000.0,0.499,23332000.0,5604.0,-0.905,,46835000.0,0.48305754243621224,15.958960328317373,1.0,8.631235907456897,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,29.0,6
5809,Williams Mullen Clark & Dobbins,249780694,US130211565L,2016,85.0,VA,1.0,5.323705819493654,VIRGINIA,False,False,True,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,107.0,6
5810,Williams-Sonoma Inc.,000195375,US942203880,2016,90.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,1367180.0,0.0,1.71,-213713.0,19600.0,12.33,,2476879.0,0.0,-0.15631665179420412,0.0,9.883284845218608,Retail,Retailing,Low,Low,Low,Low,5.0,6
5811,Willkie Farr & Gallagher LLP,035429321,US127852970L,2016,55.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,128.0,6
5812,Wilmer Cutler Pickering Hale & Dorr LLP,000468101,US131286977L,2016,100.0,DC,1.0,86.41350075981765,DISTRICT OF COLUMBIA,False,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,12.0,6
5813,Wilson Sonsini Goodrich & Rosati PC,000533343,US123995372L,2016,80.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,55.0,6
5814,Windstream Corp.,298270262,US279846233L,2016,20.0,AR,0.0,-26.92097803446736,ARKANSAS,False,False,True,False,,,,,,,,,,,,,,,,,,,,6
5815,Winston & Strawn LLP,000470828,US129813402L,2016,100.0,IL,1.0,17.06361362496803,ILLINOIS,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,163.0,6
5816,Womble Bond Dickinson (US) LLP,381260967,US299502605L,2016,100.0,NC,1.0,-3.655228527970941,NORTH CAROLINA,False,False,True,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,22.0,6
5817,World Fuel Services,000733488,US592459427,2016,20.0,FL,0.0,-1.198625610785683,FLORIDA,False,False,True,False,3836600.0,1170800.0,0.598,487600.0,5000.0,2.335,,5412600.0,0.2163100912685216,0.1270916957722984,1.0,8.517193191416238,Wholesale,Wholesalers,Low,Low,Low,Low,32.0,6
5818,WPP Group USA,570570211,US367723859L,2016,80.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,30.0,6
5819,Wynn Resorts Ltd.,007084869,US460484987,2016,100.0,NV,1.0,2.417128360516621,NEVADA,False,False,False,True,2990367.0,10125352.0,0.736,7498793.0,24600.0,2.024,,11953557.0,0.8470576582351178,2.507649729949535,1.0,10.110501721920453,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,14.0,6
5820,Xcel Energy Inc.,001781293,US410448030,2016,90.0,MN,1.0,1.519840857489626,MINNESOTA,True,False,False,False,2842081.0,14194718.0,0.502,14757771.0,11512.0,2.729,,41155277.0,0.344906389525698,5.1925933849176005,1.0,9.351145248567203,Utilities,Energy,Low,High,High,High,107.0,6
5821,Xerox Corp.,464720555,US149210380L,2016,100.0,CT,1.0,13.63938671789509,CONNECTICUT,False,True,False,False,,,,,,,,,,,,,Computer Hardware,Technology,Low,Low,High,Low,0.0,6
5822,Xylem Inc.,113912573,US452080495,2016,65.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,1839000.0,2108000.0,1.372,2060000.0,16000.0,4.016,110000.0,6474000.0,0.3256101328390485,1.120174007612833,1.0,9.680344001221918,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,5.0,6
5823,Yelp Inc.,024865572,US201854266,2016,100.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,561179.0,0.0,3.38,-479533.0,4256.0,-0.193,138549.0,885206.0,0.0,-0.8545098800917355,0.0,8.35608503102148,Media & Broadcasting,Media,Low,Low,Low,Low,12.0,6
5824,Young’s Market Co.,478299762,US117494293GN,2016,80.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,Wholesale,Wholesalers,Low,Low,Low,Low,116.0,6
5825,Yum! Brands Inc.,000867124,US133951308,2016,80.0,KY,1.0,-29.83745021825234,KENTUCKY,False,False,True,False,1505000.0,9059000.0,4.262,8400000.0,90000.0,30.13,24000.0,5453000.0,1.6612873647533468,5.5813953488372094,1.0,11.407564949312402,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,19.0,6
5826,Zurich North America,210245514,US161768721L,2016,75.0,IL,1.0,17.06361362496803,ILLINOIS,True,False,False,False,,,,,,,,,,,,,,,,,,,,6
5827,A|X Armani Exchange,378938973,US297782744L,2016,85.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,25.0,6
5828,Apache Corp.,012707947,US149204737L,2016,20.0,TX,0.0,-8.999427598323422,TEXAS,False,False,True,False,,,,,,,,,,,,,Mining & Extraction,Materials,Low,Low,Low,High,62.0,6
5829,"Blackstone Group LP, The",286363281,US*929257846,2016,10.0,NY,0.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,,,,,,,,6
5830,CIT Group Inc.,001594344,US651051192,2016,10.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,0.134,,4453.0,-1.322,,64170200.0,,,,8.401333305321703,Business Services,Business Services,Low,Low,Low,Low,92.0,6
